Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,Yes,2,Graduate,No,2223,1047,305,240,1,Semiurban,Rejected
Female,No,2,Not Graduate,No,4203,2584,427,300,0,Rural,Rejected
Female,Yes,1,Graduate,Yes,5266,1500,68,300,1,Urban,Approved
Female,No,0,Not Graduate,Yes,8733,2920,413,360,1,Semiurban,Rejected
Female,Yes,1,Graduate,No,3033,1668,494,240,0,Urban,Rejected
Female,Yes,0,Graduate,No,2758,2016,443,300,0,Semiurban,Rejected
Male,No,0,Not Graduate,No,11172,7611,104,240,0,Urban,Rejected
Male,No,3+,Not Graduate,No,11235,5390,52,240,0,Rural,Rejected
Female,No,1,Graduate,Yes,14632,5272,194,240,0,Rural,Rejected
Male,No,0,Not Graduate,No,4416,1966,444,300,0,Urban,Rejected
Male,Yes,3+,Not Graduate,No,12103,6164,384,180,0,Semiurban,Rejected
Female,No,2,Graduate,No,12403,787,476,240,0,Semiurban,Rejected
Female,No,3+,Not Graduate,No,2978,6197,266,240,0,Semiurban,Rejected
Female,Yes,0,Not Graduate,No,12582,1836,381,180,1,Rural,Rejected
Male,No,3+,Not Graduate,Yes,14632,3912,203,180,0,Rural,Rejected
Female,Yes,3+,Not Graduate,Yes,10527,626,73,360,0,Rural,Rejected
Female,No,0,Not Graduate,No,7323,2087,349,120,0,Urban,Rejected
Female,Yes,1,Not Graduate,Yes,2864,3409,498,240,1,Rural,Rejected
Female,No,2,Not Graduate,Yes,4958,1516,90,360,1,Rural,Approved
Male,No,0,Graduate,No,3411,108,137,300,1,Rural,Rejected
Female,No,2,Not Graduate,No,14683,2479,94,180,0,Urban,Rejected
Male,Yes,0,Graduate,Yes,4928,3941,382,180,0,Semiurban,Rejected
Male,Yes,2,Not Graduate,Yes,9265,3456,61,120,0,Urban,Rejected
Female,No,3+,Graduate,No,11088,1987,153,240,1,Urban,Approved
Female,Yes,0,Not Graduate,No,9621,6038,346,360,1,Urban,Approved
Female,No,3+,Not Graduate,Yes,13202,497,320,120,1,Rural,Approved
Female,Yes,2,Not Graduate,No,3415,4053,368,240,1,Rural,Rejected
Female,Yes,1,Not Graduate,Yes,9188,2816,274,180,0,Rural,Rejected
Female,No,1,Not Graduate,No,8329,6824,394,240,1,Urban,Rejected
Male,No,0,Not Graduate,Yes,4339,1634,130,360,1,Urban,Approved
Female,No,2,Graduate,Yes,10623,385,59,240,1,Semiurban,Approved
Male,Yes,0,Graduate,No,8555,933,366,180,0,Rural,Rejected
Male,No,2,Not Graduate,No,14105,382,444,360,1,Urban,Rejected
Male,Yes,3+,Not Graduate,Yes,3234,6403,362,360,0,Rural,Rejected
Male,Yes,1,Graduate,Yes,7425,1286,422,240,1,Rural,Rejected
Female,Yes,1,Not Graduate,No,14921,1128,112,180,1,Semiurban,Approved
Male,Yes,3+,Not Graduate,No,9774,1402,93,240,1,Rural,Approved
Female,No,1,Graduate,No,14397,1869,120,300,1,Semiurban,Approved
Female,No,0,Not Graduate,Yes,14118,81,417,360,0,Urban,Rejected
Female,No,3+,Graduate,No,2507,3221,438,120,0,Rural,Rejected
Male,No,3+,Not Graduate,No,13321,6084,210,240,0,Semiurban,Rejected
Male,No,3+,Graduate,No,12927,2828,465,300,0,Semiurban,Rejected
Male,Yes,2,Not Graduate,Yes,10027,4430,195,180,0,Rural,Rejected
Female,No,1,Graduate,Yes,14551,4423,353,240,0,Semiurban,Rejected
Female,Yes,0,Not Graduate,No,11772,4157,231,120,0,Rural,Rejected
Male,No,2,Graduate,No,7053,1934,462,360,0,Semiurban,Rejected
Female,No,1,Not Graduate,Yes,3224,2685,314,360,0,Semiurban,Rejected
Female,Yes,1,Not Graduate,No,2842,755,81,300,0,Semiurban,Rejected
Male,No,0,Not Graduate,No,11137,4579,315,300,1,Rural,Approved
Female,No,3+,Not Graduate,No,14997,1334,123,360,0,Semiurban,Rejected
Female,Yes,0,Graduate,No,9255,267,432,180,1,Urban,Rejected
Female,Yes,0,Not Graduate,No,2159,4282,128,120,1,Semiurban,Approved
Female,No,2,Not Graduate,Yes,14463,1170,122,360,1,Urban,Approved
Female,No,1,Graduate,No,1534,1002,330,240,0,Urban,Rejected
Female,No,2,Not Graduate,No,14301,3090,293,360,0,Urban,Rejected
Female,No,3+,Graduate,No,2963,6552,369,360,1,Semiurban,Rejected
Male,No,2,Graduate,No,13557,2272,380,120,0,Rural,Rejected
Male,No,0,Graduate,Yes,11636,4438,345,120,0,Semiurban,Rejected
Male,Yes,1,Graduate,No,14390,1685,175,360,1,Urban,Approved
Female,No,0,Not Graduate,Yes,7069,3580,142,300,0,Rural,Rejected
Female,No,2,Graduate,Yes,3127,4438,136,240,0,Urban,Rejected
Female,Yes,1,Not Graduate,No,12618,1386,80,360,1,Urban,Approved
Male,Yes,2,Not Graduate,Yes,6743,1167,261,240,1,Semiurban,Approved
Male,Yes,1,Graduate,Yes,9576,4166,435,360,1,Urban,Rejected
Female,Yes,2,Not Graduate,No,2572,3966,64,300,0,Urban,Rejected
Female,Yes,1,Graduate,No,10810,3332,278,120,0,Urban,Rejected
Female,Yes,1,Not Graduate,No,2184,8,466,300,1,Rural,Rejected
Male,Yes,0,Not Graduate,No,11295,2055,479,300,1,Rural,Rejected
Male,No,0,Graduate,Yes,6425,734,252,120,0,Rural,Rejected
Female,No,1,Not Graduate,No,11906,2141,435,300,1,Urban,Rejected
Female,No,1,Not Graduate,No,1760,7487,404,180,0,Rural,Rejected
Female,Yes,0,Graduate,No,10606,7334,406,300,1,Rural,Rejected
Male,Yes,0,Not Graduate,Yes,7283,7962,466,300,1,Semiurban,Rejected
Male,Yes,0,Not Graduate,No,4661,3641,54,180,0,Semiurban,Rejected
Female,Yes,0,Not Graduate,Yes,5338,4045,235,120,1,Semiurban,Approved
Male,Yes,1,Not Graduate,Yes,6044,4662,306,300,0,Rural,Rejected
Male,Yes,0,Graduate,Yes,3587,2126,341,180,1,Urban,Approved
Male,No,3+,Graduate,No,12001,5514,382,120,1,Semiurban,Rejected
Female,No,0,Not Graduate,No,7422,4237,438,120,0,Urban,Rejected
Female,No,3+,Not Graduate,Yes,7920,1594,221,120,0,Rural,Rejected
Male,No,0,Graduate,Yes,4194,2697,209,120,0,Urban,Rejected
Female,No,0,Not Graduate,No,5549,883,292,180,1,Urban,Approved
Female,Yes,0,Not Graduate,Yes,11745,3657,346,120,0,Urban,Rejected
Male,No,2,Graduate,Yes,2515,7529,460,300,0,Semiurban,Rejected
Female,Yes,0,Graduate,Yes,6331,6962,245,300,0,Rural,Rejected
Female,Yes,0,Not Graduate,No,9105,6513,269,360,0,Semiurban,Rejected
Male,No,2,Graduate,Yes,3182,100,354,120,0,Rural,Rejected
Male,No,2,Not Graduate,No,13372,5086,277,180,0,Urban,Rejected
Male,Yes,1,Not Graduate,No,9907,7862,383,240,1,Rural,Rejected
Male,Yes,3+,Not Graduate,No,6268,3021,54,360,0,Urban,Rejected
Male,Yes,3+,Not Graduate,Yes,4782,5247,153,120,1,Urban,Approved
Female,No,2,Not Graduate,No,8359,2692,133,120,1,Urban,Approved
Female,Yes,0,Graduate,Yes,9143,5111,159,180,1,Rural,Approved
Female,No,1,Not Graduate,Yes,1610,2972,55,120,1,Urban,Approved
Male,Yes,2,Not Graduate,Yes,11843,4797,441,240,0,Urban,Rejected
Male,Yes,2,Graduate,Yes,5792,5888,139,240,0,Urban,Rejected
Male,Yes,1,Not Graduate,Yes,1843,6811,396,180,1,Rural,Rejected
Male,No,1,Not Graduate,No,5434,3028,464,240,0,Rural,Rejected
Female,Yes,0,Graduate,Yes,14523,1553,148,360,1,Rural,Approved
Female,No,3+,Graduate,Yes,14002,5046,350,180,1,Urban,Approved
Female,Yes,0,Not Graduate,Yes,9827,7933,349,300,0,Rural,Rejected
Male,No,0,Graduate,No,13809,7228,380,360,1,Semiurban,Rejected
Female,Yes,2,Not Graduate,No,13225,7829,303,300,1,Rural,Approved
Female,Yes,1,Graduate,Yes,8906,7071,170,300,0,Semiurban,Rejected
Female,No,1,Not Graduate,No,10520,694,118,120,1,Semiurban,Approved
Female,Yes,0,Not Graduate,No,8481,3695,289,300,1,Semiurban,Approved
Female,No,2,Not Graduate,Yes,4442,3618,169,240,0,Semiurban,Rejected
Male,No,0,Not Graduate,Yes,3112,971,86,240,0,Rural,Rejected
Male,No,1,Not Graduate,No,6459,6104,467,240,0,Rural,Rejected
Male,No,0,Not Graduate,No,14972,2839,450,300,1,Rural,Rejected
Male,No,1,Not Graduate,Yes,5217,5925,433,180,1,Urban,Rejected
Female,No,2,Graduate,No,4577,3512,444,300,0,Semiurban,Rejected
Female,Yes,2,Graduate,Yes,6506,7727,427,120,1,Rural,Rejected
Female,No,1,Not Graduate,No,12735,6165,256,360,1,Semiurban,Approved
Male,Yes,1,Graduate,No,10809,5159,459,360,1,Semiurban,Rejected
Male,No,0,Not Graduate,Yes,9278,889,218,360,1,Rural,Approved
Female,Yes,1,Graduate,Yes,2025,6770,402,360,1,Urban,Rejected
Male,Yes,0,Not Graduate,No,4873,1909,199,360,0,Semiurban,Rejected
Male,No,0,Graduate,No,8231,3203,130,120,0,Rural,Rejected
Female,No,0,Not Graduate,Yes,3628,7130,155,240,1,Rural,Approved
Female,Yes,2,Graduate,No,6012,1652,53,180,1,Urban,Approved
Female,Yes,2,Not Graduate,No,9080,4719,70,120,1,Rural,Approved
Female,No,2,Not Graduate,Yes,8300,2040,141,360,1,Semiurban,Approved
Female,Yes,0,Not Graduate,Yes,5427,7254,495,180,1,Rural,Rejected
Female,Yes,1,Not Graduate,No,13982,4528,112,240,0,Urban,Rejected
Female,No,3+,Graduate,No,4897,4145,72,300,0,Urban,Rejected
Female,No,2,Not Graduate,Yes,7999,309,55,240,0,Rural,Rejected
Male,No,3+,Not Graduate,No,2617,676,330,180,1,Urban,Rejected
Female,No,1,Graduate,Yes,11444,823,140,240,0,Rural,Rejected
Female,Yes,0,Graduate,No,4014,3609,233,180,0,Rural,Rejected
Male,Yes,3+,Graduate,Yes,7899,5655,207,300,0,Rural,Rejected
Male,Yes,3+,Graduate,Yes,7638,7444,172,180,0,Urban,Rejected
Female,Yes,0,Not Graduate,Yes,12640,5480,82,180,0,Rural,Rejected
Male,Yes,0,Not Graduate,Yes,14863,2679,215,360,0,Rural,Rejected
Male,No,3+,Graduate,Yes,5002,867,232,240,0,Urban,Rejected
Female,No,0,Not Graduate,Yes,9016,1803,83,240,1,Urban,Approved
Male,Yes,3+,Not Graduate,No,3168,5837,324,360,0,Semiurban,Rejected
Male,No,3+,Graduate,No,4372,5204,439,240,1,Urban,Rejected
Female,Yes,3+,Not Graduate,Yes,9748,4812,410,120,0,Urban,Rejected
Male,No,1,Not Graduate,Yes,11654,650,80,180,1,Semiurban,Approved
Female,Yes,1,Not Graduate,Yes,12019,310,171,360,1,Rural,Approved
Female,Yes,2,Not Graduate,Yes,10033,6486,262,240,0,Urban,Rejected
Female,No,1,Graduate,Yes,12395,2034,460,180,1,Rural,Rejected
Female,Yes,3+,Graduate,Yes,9555,573,148,120,0,Urban,Rejected
Male,Yes,1,Graduate,Yes,9813,640,268,300,1,Urban,Approved
Male,Yes,3+,Graduate,Yes,6466,2337,345,300,0,Semiurban,Rejected
Female,Yes,2,Not Graduate,No,4248,3856,275,300,1,Urban,Approved
Female,Yes,3+,Not Graduate,Yes,13933,7425,203,360,0,Rural,Rejected
Male,No,3+,Not Graduate,No,8931,2320,242,360,1,Urban,Approved
Female,Yes,3+,Graduate,Yes,4606,34,56,360,1,Semiurban,Approved
Female,No,3+,Not Graduate,No,9520,2521,378,360,0,Semiurban,Rejected
Male,Yes,3+,Graduate,Yes,14000,3574,180,240,1,Rural,Approved
Female,Yes,3+,Not Graduate,Yes,5470,3913,67,240,0,Rural,Rejected
Male,No,3+,Graduate,No,5553,4932,346,180,0,Urban,Rejected
Male,No,3+,Graduate,Yes,8429,1358,474,300,1,Rural,Rejected
Female,No,2,Not Graduate,Yes,3290,5211,343,240,0,Semiurban,Rejected
Male,No,2,Graduate,Yes,14875,4028,50,120,0,Rural,Rejected
Female,No,2,Not Graduate,Yes,4390,3069,145,180,0,Semiurban,Rejected
Male,Yes,3+,Graduate,Yes,4792,483,433,180,0,Semiurban,Rejected
Female,No,0,Graduate,Yes,6302,702,243,120,1,Urban,Approved
Female,Yes,1,Not Graduate,No,12523,6230,101,120,0,Semiurban,Rejected
Male,Yes,0,Graduate,Yes,7654,4939,316,240,1,Semiurban,Approved
Female,No,2,Not Graduate,No,6664,6691,172,240,1,Semiurban,Approved
Male,No,2,Graduate,Yes,8986,7131,407,300,0,Urban,Rejected
Male,No,1,Not Graduate,No,11631,5621,387,300,1,Rural,Rejected
Male,Yes,2,Graduate,No,2249,7942,463,240,1,Urban,Rejected
Female,No,0,Not Graduate,No,9300,5393,488,120,1,Semiurban,Rejected
Male,Yes,0,Graduate,No,14555,713,204,360,1,Urban,Approved
Female,Yes,3+,Graduate,Yes,4967,1396,435,120,0,Semiurban,Rejected
Male,Yes,2,Not Graduate,No,5110,5891,181,300,0,Rural,Rejected
Male,No,0,Not Graduate,Yes,10936,6277,357,120,1,Semiurban,Rejected
Female,No,1,Graduate,No,3395,2383,94,120,0,Semiurban,Rejected
Male,Yes,2,Graduate,No,7729,4726,427,120,1,Urban,Rejected
Male,No,3+,Not Graduate,No,14566,5564,457,180,0,Urban,Rejected
Female,Yes,3+,Not Graduate,Yes,14871,7724,201,180,1,Rural,Approved
Female,Yes,2,Graduate,Yes,11312,2622,208,360,0,Semiurban,Rejected
Female,Yes,3+,Not Graduate,No,2463,6637,220,180,0,Rural,Rejected
Male,Yes,1,Not Graduate,No,6400,6676,387,180,0,Rural,Rejected
Female,No,3+,Not Graduate,No,13914,3206,250,120,1,Semiurban,Approved
Male,No,0,Graduate,No,13825,6482,347,120,1,Semiurban,Approved
Male,Yes,3+,Not Graduate,No,3872,1718,161,180,0,Semiurban,Rejected
Male,Yes,3+,Not Graduate,Yes,2422,786,232,300,0,Urban,Rejected
Male,No,3+,Graduate,No,5514,278,110,180,1,Semiurban,Approved
Female,Yes,3+,Graduate,No,14905,5327,245,240,1,Semiurban,Approved
Male,Yes,0,Graduate,Yes,9515,5254,392,360,0,Urban,Rejected
Female,No,0,Graduate,No,9432,5280,409,300,1,Rural,Rejected
Male,Yes,2,Graduate,Yes,8140,6659,408,120,1,Rural,Rejected
Female,Yes,0,Graduate,Yes,4460,7061,356,180,0,Rural,Rejected
Female,No,0,Graduate,Yes,10922,1689,384,180,0,Rural,Rejected
Female,Yes,0,Graduate,No,7456,7915,328,180,1,Rural,Approved
Male,Yes,2,Graduate,No,12299,4375,277,180,1,Rural,Approved
Female,No,1,Graduate,Yes,5384,300,146,180,1,Urban,Approved
Male,Yes,2,Not Graduate,Yes,13445,5097,266,120,1,Semiurban,Approved
Female,Yes,3+,Not Graduate,Yes,5664,5542,267,180,0,Urban,Rejected
Female,Yes,2,Graduate,No,14960,1257,211,300,1,Urban,Approved
Male,Yes,2,Graduate,Yes,12706,4492,258,120,1,Rural,Approved
Male,No,2,Not Graduate,Yes,14576,1849,190,120,0,Semiurban,Rejected
Male,No,0,Graduate,Yes,10125,5966,498,240,1,Urban,Rejected
Female,No,2,Graduate,Yes,4297,2605,434,300,0,Semiurban,Rejected
Female,No,1,Not Graduate,Yes,12750,4207,415,180,0,Urban,Rejected
Female,No,0,Not Graduate,Yes,12611,4986,264,300,0,Semiurban,Rejected
Female,No,2,Not Graduate,No,10029,7714,417,180,1,Rural,Rejected
Male,No,3+,Not Graduate,Yes,11898,651,89,180,0,Urban,Rejected
Male,Yes,2,Not Graduate,Yes,8446,5546,310,180,1,Semiurban,Approved
Male,No,0,Graduate,Yes,13200,3481,409,360,1,Urban,Rejected
Male,No,1,Graduate,Yes,2730,3006,479,180,1,Urban,Rejected
Female,No,3+,Graduate,No,3355,2768,397,180,0,Semiurban,Rejected
Female,No,2,Not Graduate,Yes,1536,6045,373,360,1,Urban,Rejected
Female,Yes,3+,Not Graduate,Yes,7328,48,365,300,1,Semiurban,Rejected
Female,Yes,0,Not Graduate,Yes,8087,2904,54,120,1,Semiurban,Approved
Male,Yes,1,Not Graduate,Yes,9485,56,129,240,0,Semiurban,Rejected
Female,No,2,Not Graduate,No,4484,4394,465,240,0,Semiurban,Rejected
Female,Yes,1,Not Graduate,No,1595,2942,495,180,0,Urban,Rejected
Female,Yes,1,Not Graduate,No,13688,2713,66,180,0,Semiurban,Rejected
Female,Yes,3+,Not Graduate,No,14604,5584,415,180,1,Semiurban,Rejected
Female,Yes,0,Graduate,Yes,3566,1274,226,360,0,Rural,Rejected
Male,Yes,2,Not Graduate,Yes,8616,3933,198,240,1,Urban,Approved
Female,Yes,1,Graduate,Yes,6106,6281,108,240,0,Rural,Rejected
Female,Yes,3+,Graduate,Yes,4591,7003,352,180,0,Urban,Rejected
Male,No,0,Not Graduate,Yes,3895,3492,59,360,0,Urban,Rejected
Male,No,3+,Not Graduate,Yes,5133,2753,268,300,0,Rural,Rejected
Female,Yes,2,Graduate,No,7456,2298,229,300,0,Semiurban,Rejected
Male,Yes,0,Graduate,Yes,12320,6101,214,180,1,Semiurban,Approved
Female,Yes,3+,Graduate,No,9549,2978,221,240,0,Urban,Rejected
Male,Yes,2,Not Graduate,No,13672,6379,351,360,1,Urban,Rejected
Female,Yes,3+,Graduate,Yes,3637,5157,430,360,0,Urban,Rejected
Male,Yes,3+,Graduate,Yes,10455,5070,225,240,1,Urban,Approved
Male,Yes,1,Graduate,No,10519,5829,179,360,1,Semiurban,Approved
Female,Yes,3+,Graduate,No,8364,4290,307,120,0,Rural,Rejected
Female,Yes,2,Graduate,Yes,14515,7966,405,180,1,Semiurban,Rejected
Male,Yes,3+,Not Graduate,No,8067,4974,189,180,0,Urban,Rejected
Male,Yes,0,Not Graduate,No,6471,6983,162,240,1,Rural,Approved
Male,Yes,1,Graduate,Yes,6281,320,377,180,1,Urban,Rejected
Female,Yes,1,Graduate,Yes,1522,5313,227,360,1,Semiurban,Approved
Male,No,1,Not Graduate,No,6818,469,370,120,1,Urban,Rejected
Female,Yes,2,Graduate,Yes,13339,6109,402,300,1,Rural,Rejected
Male,No,1,Not Graduate,No,4841,4764,372,300,0,Semiurban,Rejected
Male,No,2,Graduate,No,3035,4062,142,300,0,Urban,Rejected
Male,No,1,Not Graduate,Yes,6581,1334,140,300,0,Urban,Rejected
Male,Yes,3+,Graduate,No,12069,7949,256,120,0,Rural,Rejected
Male,Yes,3+,Not Graduate,Yes,3302,6771,56,120,0,Urban,Rejected
Male,No,1,Graduate,Yes,14470,871,327,240,0,Urban,Rejected
Male,No,3+,Graduate,No,6935,3923,129,180,0,Rural,Rejected
Female,Yes,0,Graduate,Yes,10423,2430,102,360,1,Urban,Approved
Male,Yes,0,Graduate,No,7814,1207,230,240,0,Rural,Rejected
Female,Yes,3+,Graduate,Yes,5178,833,194,240,0,Rural,Rejected
Female,Yes,2,Graduate,Yes,11404,1237,141,300,1,Rural,Approved
Male,No,1,Not Graduate,No,7207,7171,103,240,1,Rural,Approved
Female,No,0,Graduate,Yes,14243,5372,125,240,0,Semiurban,Rejected
Female,No,0,Graduate,No,13406,2281,124,120,1,Urban,Approved
Male,No,2,Not Graduate,No,8444,3942,405,300,1,Urban,Rejected
Male,No,3+,Not Graduate,No,10224,4392,470,180,1,Urban,Rejected
Female,Yes,0,Graduate,No,1546,1665,485,120,1,Rural,Rejected
Female,Yes,0,Graduate,No,7412,6952,484,180,1,Semiurban,Rejected
Male,No,1,Graduate,Yes,2415,6119,120,120,0,Semiurban,Rejected
Male,No,2,Graduate,Yes,12358,4764,87,300,0,Urban,Rejected
Male,No,1,Graduate,Yes,2762,102,341,300,0,Urban,Rejected
Female,Yes,2,Not Graduate,No,13338,2763,277,120,1,Urban,Approved
Male,Yes,0,Graduate,Yes,1678,3247,476,300,1,Rural,Rejected
Female,No,1,Not Graduate,Yes,5953,7971,97,360,1,Urban,Approved
Male,No,0,Graduate,No,4509,6737,431,360,0,Rural,Rejected
Female,No,2,Not Graduate,No,4200,447,461,240,1,Urban,Rejected
Female,Yes,0,Graduate,No,11382,6379,483,240,0,Urban,Rejected
Female,Yes,0,Graduate,Yes,11283,89,437,240,0,Rural,Rejected
Male,Yes,1,Not Graduate,Yes,10840,4626,72,360,1,Urban,Approved
Male,No,0,Not Graduate,Yes,7343,6157,194,300,0,Semiurban,Rejected
Female,No,1,Graduate,No,8172,7344,429,360,0,Rural,Rejected
Male,Yes,3+,Not Graduate,Yes,6253,1320,127,300,0,Rural,Rejected
Male,Yes,1,Graduate,Yes,9718,4229,423,360,1,Semiurban,Rejected
Male,No,2,Not Graduate,No,2155,7296,414,300,0,Urban,Rejected
Male,Yes,3+,Graduate,Yes,3836,6277,495,240,0,Semiurban,Rejected
Male,No,2,Graduate,No,4145,558,193,360,1,Semiurban,Approved
Male,Yes,1,Not Graduate,No,9253,2097,440,300,0,Urban,Rejected
Female,Yes,2,Not Graduate,No,8201,7020,367,180,1,Semiurban,Rejected
Female,No,0,Not Graduate,No,5806,7187,498,120,0,Rural,Rejected
Male,Yes,1,Graduate,No,7657,1296,341,300,0,Urban,Rejected
Female,No,0,Not Graduate,No,9175,5263,323,300,0,Urban,Rejected
Male,Yes,3+,Not Graduate,Yes,8078,2692,83,240,1,Rural,Approved
Female,Yes,3+,Graduate,No,8947,313,329,180,1,Urban,Approved
Male,No,0,Not Graduate,Yes,14747,2961,454,300,1,Urban,Rejected
